dtm,prestah0,ta2200h0,ua2200h0,fkl010h0,dkl010h0,gre000h0,rre150h0
2022-02-11T09:00:00.000000+0000,661.0,11.116667,,5.7,12,1071,0.0
2022-02-11T10:00:00.000000+0000,660.4,10.983334,,7.6,360,358,0.0
2022-02-11T11:00:00.000000+0000,659.8,9.766666,,6.5,14,334,0.0
2022-02-11T12:00:00.000000+0000,659.5,8.8,,6.9,28,149,0.0
2022-02-11T13:00:00.000000+0000,659.3,8.333333,,6.1,43,229,0.0
2022-02-11T14:00:00.000000+0000,659.0,10.266666,,6.8,46,494,0.0
2022-02-11T15:00:00.000000+0000,659.0,8.316667,,6.2,71,179,0.0
2022-02-11T16:00:00.000000+0000,659.4,6.4333334,,5.3,119,62,0.0
2022-02-11T17:00:00.000000+0000,659.9,4.733333,,3.8,158,0,0.0
2022-02-11T18:00:00.000000+0000,660.3,4.7833333,,1.9,180,0,0.0
2022-02-11T19:00:00.000000+0000,660.9,4.116667,,1.5,125,0,0.0
2022-02-11T20:00:00.000000+0000,661.1,4.2833333,,1.9,128,0,0.0
2022-02-11T21:00:00.000000+0000,661.2,5.266667,,1.4,156,0,0.0
2022-02-11T22:00:00.000000+0000,660.9,5.9166665,,0.8,172,0,0.0
2022-02-11T23:00:00.000000+0000,660.6,5.8333335,,1.2,82,0,0.0
2022-02-12T00:00:00.000000+0000,660.1,4.516667,,3.9,88,0,0.0
2022-02-12T01:00:00.000000+0000,659.7,3.9,,5.1,116,0,0.0
2022-02-12T02:00:00.000000+0000,659.7,3.85,,4.9,118,0,0.0
2022-02-12T03:00:00.000000+0000,660.2,2.9666667,,4.0,129,0,0.0
2022-02-12T04:00:00.000000+0000,660.5,3.4166667,,4.7,123,8,0.0
2022-02-12T05:00:00.000000+0000,660.9,6.8333335,,6.1,114,189,0.0
2022-02-12T06:00:00.000000+0000,661.3,9.0,,6.8,82,448,0.0
2022-02-12T07:00:00.000000+0000,661.5,9.683333,,9.2,47,707,0.0
2022-02-12T08:00:00.000000+0000,661.3,10.433333,,8.4,53,711,0.0
2022-02-12T09:00:00.000000+0000,660.9,10.916667,,8.7,47,1020,0.0
2022-02-12T10:00:00.000000+0000,660.5,11.283334,,8.5,29,949,0.0
2022-02-12T11:00:00.000000+0000,660.0,10.333333,,8.2,26,461,0.0
2022-02-12T12:00:00.000000+0000,659.8,10.466666,,6.4,23,441,0.0
2022-02-12T13:00:00.000000+0000,659.5,11.1,,6.3,20,662,0.0
2022-02-12T14:00:00.000000+0000,659.4,11.133333,,7.1,30,526,0.0
2022-02-12T15:00:00.000000+0000,659.4,10.5,,5.3,47,274,0.0
2022-02-12T16:00:00.000000+0000,659.7,6.9,,4.2,105,23,0.0
2022-02-12T17:00:00.000000+0000,660.2,6.2,,5.4,114,0,0.0
2022-02-12T18:00:00.000000+0000,660.8,6.116667,,4.2,111,0,0.0
2022-02-12T19:00:00.000000+0000,661.4,5.483333,,2.6,102,0,0.0
2022-02-12T20:00:00.000000+0000,661.6,5.8166666,,2.8,98,0,0.0
2022-02-12T21:00:00.000000+0000,661.6,5.766667,,2.4,92,0,0.0
2022-02-12T22:00:00.000000+0000,661.3,5.25,,2.2,98,0,0.0
2022-02-12T23:00:00.000000+0000,660.8,4.4666667,,1.4,128,0,0.0
2022-02-13T00:00:00.000000+0000,660.4,4.7166667,,3.0,70,0,0.0
2022-02-13T01:00:00.000000+0000,660.1,4.016667,,4.2,100,0,0.0
2022-02-13T02:00:00.000000+0000,660.0,3.45,,4.1,112,0,0.0
2022-02-13T03:00:00.000000+0000,660.0,3.3166666,,5.0,112,0,0.0
2022-02-13T04:00:00.000000+0000,660.0,3.5833333,,6.7,105,7,0.0
2022-02-13T05:00:00.000000+0000,660.4,5.8,,5.9,92,197,0.0
2022-02-13T06:00:00.000000+0000,660.9,8.366667,,6.4,60,449,0.0
2022-02-13T07:00:00.000000+0000,661.2,9.433333,,8.4,47,680,0.0
2022-02-13T08:00:00.000000+0000,661.2,10.366667,,7.5,37,864,0.0
2022-02-13T09:00:00.000000+0000,661.0,11.016666,,8.7,40,1031,0.0
2022-02-13T10:00:00.000000+0000,660.6,11.666667,,9.0,34,999,0.0
2022-02-13T11:00:00.000000+0000,660.0,11.633333,,6.9,10,1024,0.0
2022-02-13T12:00:00.000000+0000,659.5,11.316667,,7.1,15,786,0.0
2022-02-13T13:00:00.000000+0000,659.4,10.05,,6.1,8,329,0.0
2022-02-13T14:00:00.000000+0000,659.3,9.1,,3.5,2,204,0.0
2022-02-13T15:00:00.000000+0000,659.5,9.85,,4.4,15,298,0.0
2022-02-13T16:00:00.000000+0000,659.5,7.25,,2.9,69,66,0.0
2022-02-13T17:00:00.000000+0000,659.8,4.516667,,1.7,146,0,0.0
2022-02-13T18:00:00.000000+0000,660.3,5.4,,3.8,217,0,0.0
2022-02-13T19:00:00.000000+0000,660.6,6.1833334,,1.1,220,0,0.0
2022-02-13T20:00:00.000000+0000,660.7,6.35,,2.2,87,0,0.0
2022-02-13T21:00:00.000000+0000,660.6,6.8,,1.9,74,0,0.0
2022-02-13T22:00:00.000000+0000,660.4,5.2833333,,3.1,101,0,0.0
2022-02-13T23:00:00.000000+0000,660.2,4.3,,3.4,93,0,0.0
2022-02-14T00:00:00.000000+0000,659.8,3.8,,4.4,97,0,0.0
2022-02-14T01:00:00.000000+0000,659.4,3.75,,6.3,107,0,0.0
2022-02-14T02:00:00.000000+0000,659.4,4.016667,,7.7,105,0,0.0
2022-02-14T03:00:00.000000+0000,659.3,3.9666667,,9.0,108,0,0.0
2022-02-14T04:00:00.000000+0000,659.5,4.0,,8.7,108,6,0.0
2022-02-14T05:00:00.000000+0000,659.9,5.8333335,,8.4,97,186,0.0
2022-02-14T06:00:00.000000+0000,660.7,8.266666,,8.1,73,438,0.0
2022-02-14T07:00:00.000000+0000,660.8,9.733334,,9.3,56,679,0.0
2022-02-14T08:00:00.000000+0000,660.9,10.816667,,9.6,48,883,0.0
2022-02-14T09:00:00.000000+0000,660.7,10.9,,9.5,36,876,0.0
2022-02-14T10:00:00.000000+0000,660.2,11.8,,7.9,46,1094,0.0
2022-02-14T11:00:00.000000+0000,659.9,11.183333,,8.1,29,707,0.0
2022-02-14T12:00:00.000000+0000,659.4,9.916667,,8.2,12,295,0.0
2022-02-14T13:00:00.000000+0000,659.4,9.033334,,5.5,13,175,0.0
2022-02-14T14:00:00.000000+0000,659.2,9.3,,4.3,28,280,0.0
2022-02-14T15:00:00.000000+0000,659.2,9.333333,,4.5,69,233,0.0
2022-02-14T16:00:00.000000+0000,659.6,7.116667,,2.7,217,26,0.0
2022-02-14T17:00:00.000000+0000,660.1,5.55,,3.1,218,0,0.0
2022-02-14T18:00:00.000000+0000,660.9,5.2833333,,1.8,207,0,0.0
2022-02-14T19:00:00.000000+0000,661.5,4.616667,,0.9,166,0,0.0
2022-02-14T20:00:00.000000+0000,661.8,6.133333,,1.0,214,0,0.0
2022-02-14T21:00:00.000000+0000,661.8,4.4166665,,1.4,101,0,0.0
2022-02-14T22:00:00.000000+0000,661.5,3.1333334,,3.3,108,0,0.0
2022-02-14T23:00:00.000000+0000,661.1,3.95,,3.3,92,0,0.0
2022-02-15T00:00:00.000000+0000,660.8,3.8833334,,3.3,87,0,0.0
2022-02-15T01:00:00.000000+0000,660.5,3.4333334,,4.4,101,0,0.0
2022-02-15T02:00:00.000000+0000,660.2,2.95,,6.3,114,0,0.0
2022-02-15T03:00:00.000000+0000,660.3,3.55,,7.9,108,0,0.0
2022-02-15T04:00:00.000000+0000,660.6,3.95,,7.2,100,10,0.0
2022-02-15T05:00:00.000000+0000,661.1,6.366667,,5.7,98,217,0.0
2022-02-15T06:00:00.000000+0000,661.6,8.583333,,5.6,68,449,0.0
2022-02-15T07:00:00.000000+0000,662.2,9.6,,6.1,53,638,0.0
2022-02-15T08:00:00.000000+0000,662.2,10.7,,7.2,39,846,0.0
2022-02-15T09:00:00.000000+0000,661.8,11.716666,,7.6,47,965,0.0
2022-02-15T10:00:00.000000+0000,661.2,11.9,,9.1,26,964,0.0
2022-02-15T11:00:00.000000+0000,660.7,11.433333,,7.6,26,1041,0.0
2022-02-15T12:00:00.000000+0000,660.1,9.783334,,7.8,30,261,0.0
2022-02-15T13:00:00.000000+0000,659.9,8.65,,6.7,31,118,0.0
2022-02-15T14:00:00.000000+0000,659.9,8.083333,,5.3,38,45,0.0
2022-02-15T15:00:00.000000+0000,659.8,8.533334,,5.5,71,203,0.0
2022-02-15T16:00:00.000000+0000,660.0,6.983333,,5.5,89,55,0.0
2022-02-15T17:00:00.000000+0000,660.4,5.233333,,3.4,159,0,0.0
2022-02-15T18:00:00.000000+0000,660.8,5.4166665,,1.7,189,0,0.0
2022-02-15T19:00:00.000000+0000,661.2,4.7,,1.2,90,0,0.0
2022-02-15T20:00:00.000000+0000,661.4,3.9,,3.4,114,0,0.0
2022-02-15T21:00:00.000000+0000,661.3,3.7,,3.3,117,0,0.0
2022-02-15T22:00:00.000000+0000,660.9,4.1,,3.5,108,0,0.0
2022-02-15T23:00:00.000000+0000,660.4,4.5833335,,4.2,108,0,0.0
2022-02-16T00:00:00.000000+0000,660.1,4.116667,,4.3,104,0,0.0
2022-02-16T01:00:00.000000+0000,660.0,3.45,,4.5,108,0,0.0
2022-02-16T02:00:00.000000+0000,659.9,3.25,,5.4,114,0,0.0
2022-02-16T03:00:00.000000+0000,660.1,3.0333333,,5.8,115,0,0.0
2022-02-16T04:00:00.000000+0000,660.2,3.0333333,,6.2,117,7,0.0
2022-02-16T05:00:00.000000+0000,660.5,5.65,,6.5,108,206,0.0
2022-02-16T06:00:00.000000+0000,661.0,9.35,,6.7,85,459,0.0
2022-02-16T07:00:00.000000+0000,661.3,10.833333,,7.2,39,697,0.0
2022-02-16T08:00:00.000000+0000,661.5,11.183333,,7.7,42,892,0.0
2022-02-16T09:00:00.000000+0000,661.4,11.883333,,7.4,40,1040,0.0
2022-02-16T10:00:00.000000+0000,660.9,11.883333,,9.6,35,1097,0.0
2022-02-16T11:00:00.000000+0000,660.2,11.566667,,10.0,36,809,0.0
2022-02-16T12:00:00.000000+0000,659.4,10.45,,9.7,30,659,0.0
2022-02-16T13:00:00.000000+0000,659.1,11.0,,8.4,45,588,0.0
2022-02-16T14:00:00.000000+0000,658.8,10.233334,,7.9,42,404,0.0
2022-02-16T15:00:00.000000+0000,658.7,9.933333,,7.7,52,233,0.0
2022-02-16T16:00:00.000000+0000,659.1,6.633333,,6.9,85,23,0.7
2022-02-16T17:00:00.000000+0000,659.5,6.0666666,,6.4,122,0,0.0
2022-02-16T18:00:00.000000+0000,660.0,6.2,,4.4,135,0,0.0
2022-02-16T19:00:00.000000+0000,660.5,5.6666665,,1.4,186,0,0.0
2022-02-16T20:00:00.000000+0000,660.8,5.4166665,,1.2,127,0,0.0
2022-02-16T21:00:00.000000+0000,660.9,5.15,,1.4,113,0,0.0
2022-02-16T22:00:00.000000+0000,660.5,5.866667,,0.9,196,0,0.0
2022-02-16T23:00:00.000000+0000,660.0,4.2833333,,1.5,114,0,0.0
2022-02-17T00:00:00.000000+0000,659.6,5.0,,1.6,22,0,0.0
2022-02-17T01:00:00.000000+0000,659.5,4.266667,,2.3,100,0,0.0
2022-02-17T02:00:00.000000+0000,659.3,3.5333333,,4.6,112,0,0.0
2022-02-17T03:00:00.000000+0000,659.5,4.0833335,,5.5,113,0,0.0
2022-02-17T04:00:00.000000+0000,659.6,4.133333,,6.4,114,12,0.0
2022-02-17T05:00:00.000000+0000,659.9,6.15,,6.5,98,211,0.0
2022-02-17T06:00:00.000000+0000,660.4,8.816667,,6.3,75,444,0.0
2022-02-17T07:00:00.000000+0000,660.7,10.466666,,7.7,59,701,0.0
2022-02-17T08:00:00.000000+0000,660.9,11.65,,9.1,42,897,0.0
2022-02-17T09:00:00.000000+0000,660.7,12.466666,,8.3,36,1093,0.0
2022-02-17T10:00:00.000000+0000,660.2,12.1,,9.1,43,710,0.0
2022-02-17T11:00:00.000000+0000,659.6,11.733334,,10.1,30,391,0.0
2022-02-17T12:00:00.000000+0000,659.1,9.9,,8.2,30,188,0.0
2022-02-17T13:00:00.000000+0000,658.7,9.733334,,6.2,31,261,0.1
2022-02-17T14:00:00.000000+0000,658.6,9.383333,,7.2,42,124,0.0
2022-02-17T15:00:00.000000+0000,658.6,9.133333,,6.5,42,107,0.0
2022-02-17T16:00:00.000000+0000,658.7,8.083333,,4.4,119,31,0.0
2022-02-17T17:00:00.000000+0000,659.1,7.7166667,,3.7,155,0,0.0
2022-02-17T18:00:00.000000+0000,659.6,7.1833334,,3.0,228,0,0.0
2022-02-17T19:00:00.000000+0000,660.0,6.116667,,2.8,201,0,0.0
2022-02-17T20:00:00.000000+0000,660.3,5.4,,1.3,160,0,0.0
2022-02-17T21:00:00.000000+0000,660.4,6.5,,0.8,90,0,0.0
2022-02-17T22:00:00.000000+0000,660.0,4.05,,2.1,125,0,0.0
2022-02-17T23:00:00.000000+0000,659.5,4.766667,,3.7,107,0,0.0
2022-02-18T00:00:00.000000+0000,659.0,4.15,,4.6,109,0,0.0
2022-02-18T01:00:00.000000+0000,658.8,3.95,,6.4,116,0,0.0
