Date Time(UTC), ,Priority,Application, ,Message,Code, , ,Status
2023-10-18T18:38:42.036000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T18:36:19.974000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T18:36:17.331000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T18:32:23.212000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T18:32:20.115000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T18:29:53.339000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T18:29:50.620000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T16:35:05.266000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:35:02.234000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:34:57.730000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T16:34:57.188000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2023-10-18T16:34:55.675000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:34:54.909000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T16:34:42.052000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:34:42.011000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:34:41.968000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:34:40.682000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2023-10-18T16:34:36.408000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery OK","00000604","","","Closed"
2023-10-18T16:34:35.462000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T16:34:35.364000+00:00,"","warning","Output Group 2","","Immediate shutdown completed","00001032","","","Closed"
2023-10-18T16:34:35.342000+00:00,"","warning","Output Group 1","","Immediate shutdown completed","00001032","","","Closed"
2023-10-18T16:34:35.108000+00:00,"","warning","Output","","Immediate shutdown completed","00001032","","","Closed"
2023-10-18T16:34:34.686000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T16:34:33.363000+00:00,"","warning","Output Group 2","","Immediate shutdown in progress","00001032","","","Open"
2023-10-18T16:34:33.332000+00:00,"","warning","Output Group 1","","Immediate shutdown in progress","00001032","","","Open"
2023-10-18T16:34:33.105000+00:00,"","warning","Output","","Immediate shutdown in progress","00001032","","","Open"
2023-10-18T16:34:32.953000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery low","00000604","","","Open"
2023-10-18T16:34:31.316000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T16:34:29.502000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T16:34:29.125000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T16:34:29.045000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T16:34:28.917000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T16:32:52.693000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:32:49.904000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:32:46.948000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery OK","00000610","","","Closed"
2023-10-18T16:32:46.749000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2023-10-18T16:32:45.269000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2023-10-18T16:32:40.037000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2023-10-18T16:32:39.775000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2023-10-18T16:32:39.724000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2023-10-18T16:32:39.547000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2023-10-18T16:32:39.478000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2023-10-18T16:32:39.342000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2023-10-18T16:32:38.510000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2023-10-18T16:04:25.740000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown canceled","00000802","","","Closed"
2023-10-18T16:04:25.709000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery low voltage","00000610","","","Open"
2023-10-18T16:04:25.550000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:04:25.516000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:04:25.485000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2023-10-18T16:04:24.645000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T16:04:24.342000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T16:04:24.333000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T16:04:24.232000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T16:04:24.102000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2023-10-18T16:04:23.833000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T16:04:06.794000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown imminent","00000802","","","Open"
2023-10-18T15:54:37.370000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2023-10-18T15:54:37.128000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T15:54:37.067000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2023-10-18T15:54:37.012000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2023-10-18T15:54:36.833000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2023-10-18T15:54:36.757000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2023-10-18T15:54:36.621000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2023-10-18T15:54:36.299000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:54:36.158000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:54:35.930000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:54:35.560000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T15:54:35.420000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2023-10-18T15:35:48.662000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:35:48.643000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:35:48.499000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:35:48.127000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T15:35:45.816000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T15:35:45.776000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2023-10-18T15:35:45.753000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2023-10-18T15:35:45.508000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:35:45.359000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:35:45.182000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:35:44.916000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T15:35:42.839000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T15:35:42.782000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2023-10-18T15:35:42.754000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2023-10-18T15:30:35.005000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:30:34.992000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:30:34.875000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T15:30:34.481000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T15:30:29.539000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:30:29.429000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:30:29.264000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T15:30:28.939000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T13:50:19.090000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:50:19.076000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:50:18.936000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:50:18.542000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T13:50:13.525000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:50:13.402000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:50:13.236000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:50:12.954000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T13:46:23.171000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T13:46:20.630000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T13:41:35.429000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:41:35.414000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:41:35.306000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T13:41:34.919000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T13:41:32.739000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T13:41:30.140000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T13:41:29.729000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:41:29.643000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:41:29.479000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T13:41:29.140000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T12:19:35.972000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T12:19:35.956000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T12:19:35.742000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T12:19:35.364000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T12:19:33.027000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T12:19:32.978000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2023-10-18T12:19:32.960000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2023-10-18T12:19:32.771000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2023-10-18T12:19:32.719000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2023-10-18T12:19:32.610000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2023-10-18T12:19:32.337000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T12:19:32.226000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T12:19:32.062000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T12:19:31.752000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T12:19:29.330000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T12:19:29.274000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2023-10-18T12:19:29.204000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2023-10-18T12:19:29.079000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2023-10-18T12:19:29.004000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2023-10-18T12:19:28.840000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2023-10-18T12:03:51.895000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T12:03:49.278000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T11:35:23.450000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T11:35:20.868000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T11:05:47.804000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T11:05:47.783000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T11:05:47.637000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T11:05:47.196000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T11:05:42.254000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T11:05:42.169000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T11:05:42.023000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T11:05:41.661000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T09:29:52.644000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T09:29:52.629000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T09:29:52.426000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-18T09:29:52.016000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-18T09:29:49.792000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-18T09:29:47.156000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-18T09:29:46.759000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T09:29:46.670000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T09:29:46.508000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-18T09:29:46.157000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-18T07:12:58.478000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery OK","00000610","","","Closed"
2023-10-18T07:12:58.346000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2023-10-18T07:12:58.341000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2023-10-18T07:12:58.337000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2023-10-18T07:12:56.825000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2023-10-18T07:12:56.786000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2023-10-18T07:12:56.653000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2023-10-18T07:12:56.645000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2023-10-18T07:12:56.644000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2023-10-18T07:12:56.628000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2023-10-18T07:12:56.619000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2023-10-18T07:12:56.603000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2023-10-17T08:31:53.337000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-17T08:31:45.595000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-17T07:01:49.443000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown canceled","00000802","","","Closed"
2023-10-17T07:01:49.363000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery low voltage","00000610","","","Open"
2023-10-17T07:01:49.128000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2023-10-17T07:01:49.037000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2023-10-17T07:01:48.938000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2023-10-17T07:01:48.014000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2023-10-17T07:01:47.688000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T07:01:47.643000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T07:01:47.424000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T07:01:47.126000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2023-10-17T07:01:46.780000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2023-10-17T07:00:53.649000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown imminent","00000802","","","Open"
2023-10-17T06:48:27.318000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2023-10-17T06:48:27.178000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2023-10-17T06:48:24.566000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2023-10-17T06:48:24.356000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2023-10-17T06:48:24.286000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2023-10-17T06:48:24.228000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2023-10-17T06:48:24.047000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2023-10-17T06:48:23.978000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2023-10-17T06:48:23.841000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2023-10-17T06:48:23.489000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-17T06:48:23.350000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-17T06:48:23.161000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2023-10-17T03:51:56.500000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T03:51:56.463000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T03:51:56.330000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2023-10-17T03:51:55.941000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
