Date Time(UTC), ,Priority,Application, ,Message,Code, , ,Status
2022-07-21T09:42:43.290000+00:00,"","info","Output Group 1","","Sequential shutdown in progress","00001017","","","Open"
2022-07-21T09:42:43.139000+00:00,"","info","Output","","Sequential shutdown in progress","00001017","","","Open"
2022-07-21T09:42:41.328000+00:00,"","warning","Output Group 2","","Immediate shutdown completed","00001032","","","Closed"
2022-07-21T09:42:40.988000+00:00,"","warning","Output Group 1","","Immediate shutdown completed","00001032","","","Closed"
2022-07-21T09:42:40.749000+00:00,"","warning","Output","","Immediate shutdown completed","00001032","","","Closed"
2022-07-21T09:42:39.327000+00:00,"","warning","Output Group 2","","Immediate shutdown in progress","00001032","","","Open"
2022-07-21T09:42:38.990000+00:00,"","warning","Output Group 1","","Immediate shutdown in progress","00001032","","","Open"
2022-07-21T09:42:38.752000+00:00,"","warning","Output","","Immediate shutdown in progress","00001032","","","Open"
2022-07-21T09:42:23.568000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery low","00000604","","","Open"
2022-07-21T09:42:23.456000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2022-07-21T09:42:23.447000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2022-07-21T09:42:23.444000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2022-07-21T09:42:21.966000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2022-07-21T09:42:21.934000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-21T09:42:21.791000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T13:08:12.836000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T13:08:07.652000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T11:38:07.101000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery OK","00000604","","","Closed"
2022-07-19T11:38:06.924000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2022-07-19T11:38:06.874000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2022-07-19T11:38:06.832000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2022-07-19T11:38:05.929000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T11:38:05.361000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2022-07-19T11:38:05.159000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-19T11:38:02.223000+00:00,"","info","Output Group 2","","Sequential shutdown completed","00001017","","","Closed"
2022-07-19T11:38:02.206000+00:00,"","info","Output Group 1","","Sequential shutdown completed","00001017","","","Closed"
2022-07-19T11:38:02.118000+00:00,"","info","Output","","Sequential shutdown completed","00001017","","","Closed"
2022-07-19T11:38:01.223000+00:00,"","info","Output Group 2","","Sequential shutdown in progress","00001017","","","Open"
2022-07-19T11:38:01.211000+00:00,"","info","Output Group 1","","Sequential shutdown in progress","00001017","","","Open"
2022-07-19T11:38:01.118000+00:00,"","info","Output","","Sequential shutdown in progress","00001017","","","Open"
2022-07-19T11:38:00.265000+00:00,"","warning","Output Group 2","","Immediate shutdown completed","00001032","","","Closed"
2022-07-19T11:38:00.232000+00:00,"","warning","Output Group 1","","Immediate shutdown completed","00001032","","","Closed"
2022-07-19T11:38:00.030000+00:00,"","warning","Output","","Immediate shutdown completed","00001032","","","Closed"
2022-07-19T11:37:58.266000+00:00,"","warning","Output Group 2","","Immediate shutdown in progress","00001032","","","Open"
2022-07-19T11:37:58.232000+00:00,"","warning","Output Group 1","","Immediate shutdown in progress","00001032","","","Open"
2022-07-19T11:37:58.029000+00:00,"","warning","Output","","Immediate shutdown in progress","00001032","","","Open"
2022-07-19T11:37:57.923000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery low","00000604","","","Open"
2022-07-19T11:33:29.623000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-19T11:33:29.513000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-19T11:33:27.295000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-19T11:33:27.084000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T11:33:27.044000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-19T11:33:27.003000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-19T11:33:26.873000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-19T11:33:26.802000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-19T11:33:26.701000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-19T11:33:26.425000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:33:26.307000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:33:26.170000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:33:23.884000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T11:33:23.162000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-19T11:33:20.696000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-19T11:33:20.433000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-19T11:33:20.380000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-19T11:33:20.230000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-19T11:33:20.117000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-19T11:33:19.946000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-19T11:33:19.862000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T11:33:19.838000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T11:33:19.595000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T11:33:19.088000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-19T11:32:47.657000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-19T11:32:47.419000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T11:32:47.369000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-19T11:32:47.330000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-19T11:32:47.187000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-19T11:32:47.095000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-19T11:32:46.994000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-19T11:32:46.708000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:32:46.624000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:32:46.471000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T11:32:46.138000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-19T11:32:45.960000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-19T10:57:21.408000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T10:57:21.369000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-19T10:57:21.016000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T10:57:20.998000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T10:57:20.835000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T10:57:20.398000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-19T10:57:20.297000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-19T10:57:18.285000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-19T10:57:18.124000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-19T10:57:17.974000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-19T10:57:17.888000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-19T10:57:17.783000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-19T10:49:40.566000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-19T10:49:40.376000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T10:49:40.334000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-19T10:49:40.297000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-19T10:49:40.155000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-19T10:49:40.085000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-19T10:49:39.988000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-19T10:49:39.731000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T10:49:39.648000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T10:49:39.460000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T10:49:39.126000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-19T10:49:38.969000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-19T08:32:03.081000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2022-07-19T08:31:59.985000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2022-07-19T08:31:57.499000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery OK","00000610","","","Closed"
2022-07-19T08:31:55.901000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2022-07-19T08:31:54.456000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2022-07-19T08:31:48.190000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-19T08:31:48.024000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-19T08:31:47.989000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-19T08:31:47.852000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-19T08:31:47.780000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-19T08:31:47.676000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-19T08:31:46.970000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-19T08:24:03.393000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown canceled","00000802","","","Closed"
2022-07-19T08:24:01.991000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T08:24:01.861000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2022-07-19T08:24:01.576000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-19T08:24:00.436000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery low voltage","00000610","","","Open"
2022-07-19T08:24:00.236000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T08:24:00.064000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2022-07-19T08:23:59.954000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T08:23:59.926000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2022-07-19T08:23:59.805000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2022-07-19T08:23:58.715000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T08:23:27.708000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown imminent","00000802","","","Open"
2022-07-19T07:55:29.306000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-19T07:55:29.116000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T07:55:29.046000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-19T07:55:28.983000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-19T07:55:28.796000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-19T07:55:28.706000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-19T07:55:28.562000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-19T07:55:28.272000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:55:28.164000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:55:28.000000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:55:27.644000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-19T07:55:27.488000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-19T07:47:23.787000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-19T07:47:15.982000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-19T07:47:15.815000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-19T07:47:15.776000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-19T07:47:15.634000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-19T07:47:15.562000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-19T07:47:15.455000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-19T07:47:15.161000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T07:47:15.146000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T07:47:15.032000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-19T07:47:14.676000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-19T07:47:14.563000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-19T07:38:21.033000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-19T07:38:20.765000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-19T07:38:20.704000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-19T07:38:20.656000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-19T07:38:20.481000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-19T07:38:20.387000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-19T07:38:20.251000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-19T07:38:19.898000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:38:19.800000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:38:19.603000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-19T07:38:19.295000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-19T07:38:19.136000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-18T21:56:45.020000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T21:56:42.394000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T21:56:39.551000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T21:56:36.863000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T18:41:52.807000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T18:41:52.795000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T18:41:52.651000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T18:41:52.275000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T18:41:50.255000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T18:41:47.541000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T18:41:47.056000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T18:41:46.986000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T18:41:46.825000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T18:41:46.465000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T18:41:44.387000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T18:41:41.779000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
