Date Time(UTC), ,Priority,Application, ,Message,Code, , ,Status
2022-07-18T16:29:27.801000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T16:29:27.087000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T16:29:24.906000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-18T16:29:24.744000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-18T16:29:24.708000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-18T16:29:24.567000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-18T16:29:24.499000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-18T16:29:24.397000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-18T16:29:24.113000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T16:29:24.099000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T16:29:23.951000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T16:29:23.501000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-18T16:29:12.831000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T16:29:12.730000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-18T16:29:10.614000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-18T16:29:10.449000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T16:29:10.385000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-18T16:29:10.334000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-18T16:29:10.168000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-18T16:29:10.056000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-18T16:29:09.911000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-18T16:29:09.568000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T16:29:09.478000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T16:29:09.246000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T15:11:08.294000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T15:11:08.265000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T15:11:08.180000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T15:11:07.768000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T15:11:05.653000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T15:11:03.041000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T15:11:02.674000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T15:11:02.584000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T15:11:02.422000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T15:11:02.081000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T15:10:59.923000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T15:10:57.242000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T13:22:47.628000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T13:22:47.611000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T13:22:47.413000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T13:22:47.028000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T13:22:45.134000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T13:22:42.373000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T13:22:41.970000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T13:22:41.872000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T13:22:41.698000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T13:22:41.320000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T13:09:24.894000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2022-07-18T13:09:22.236000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2022-07-18T13:09:19.150000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2022-07-18T13:09:17.685000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2022-07-18T13:09:12.870000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-18T13:09:12.710000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-18T13:09:12.675000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-18T13:09:12.537000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-18T13:09:12.468000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-18T13:09:12.368000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-18T13:09:11.622000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-18T13:07:20.910000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery OK","00000604","","","Closed"
2022-07-18T13:07:20.765000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2022-07-18T13:07:20.697000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2022-07-18T13:07:20.656000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2022-07-18T13:07:19.836000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T13:07:19.305000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2022-07-18T13:07:19.084000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T13:07:16.229000+00:00,"","info","Output Group 2","","Sequential shutdown completed","00001017","","","Closed"
2022-07-18T13:07:16.192000+00:00,"","info","Output Group 1","","Sequential shutdown completed","00001017","","","Closed"
2022-07-18T13:07:16.061000+00:00,"","info","Output","","Sequential shutdown completed","00001017","","","Closed"
2022-07-18T13:07:15.229000+00:00,"","info","Output Group 2","","Sequential shutdown in progress","00001017","","","Open"
2022-07-18T13:07:15.200000+00:00,"","info","Output Group 1","","Sequential shutdown in progress","00001017","","","Open"
2022-07-18T13:07:15.064000+00:00,"","info","Output","","Sequential shutdown in progress","00001017","","","Open"
2022-07-18T13:07:14.153000+00:00,"","warning","Output Group 2","","Immediate shutdown completed","00001032","","","Closed"
2022-07-18T13:07:14.128000+00:00,"","warning","Output Group 1","","Immediate shutdown completed","00001032","","","Closed"
2022-07-18T13:07:13.906000+00:00,"","warning","Output","","Immediate shutdown completed","00001032","","","Closed"
2022-07-18T13:07:12.153000+00:00,"","warning","Output Group 2","","Immediate shutdown in progress","00001032","","","Open"
2022-07-18T13:07:12.129000+00:00,"","warning","Output Group 1","","Immediate shutdown in progress","00001032","","","Open"
2022-07-18T13:07:11.903000+00:00,"","warning","Output","","Immediate shutdown in progress","00001032","","","Open"
2022-07-18T13:07:11.797000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Battery low","00000604","","","Open"
2022-07-18T13:07:10.124000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T13:07:10.024000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-18T13:07:08.038000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-18T13:07:07.843000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T13:07:07.801000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-18T13:07:07.767000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-18T13:07:07.617000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-18T13:07:07.536000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-18T13:07:07.436000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-18T13:07:07.095000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T13:07:07.016000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T13:07:06.819000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T12:14:03.041000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery OK","00000610","","","Closed"
2022-07-18T12:14:02.907000+00:00,"","info","Output Group 2","","Group is ON","00000A0F","","","Closed"
2022-07-18T12:14:02.902000+00:00,"","info","Output Group 1","","Group is ON","00000A0F","","","Closed"
2022-07-18T12:14:02.899000+00:00,"","info","Output","","Group is ON","00000A0F","","","Closed"
2022-07-18T12:14:01.442000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load protected","0000081D","","","Closed"
2022-07-18T12:14:01.389000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-18T12:14:01.249000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-18T12:14:01.236000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-18T12:14:01.234000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-18T12:14:01.218000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-18T12:14:01.211000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-18T12:14:01.195000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-18T09:27:16.648000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T09:27:08.972000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T07:57:12.521000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T07:57:11.366000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown canceled","00000802","","","Closed"
2022-07-18T07:57:11.267000+00:00,"","warning","Eaton 9PX 3000i RT 2U","","Battery low voltage","00000610","","","Open"
2022-07-18T07:57:11.052000+00:00,"","info","Output Group 2","","Group is OFF","00000A0F","","","Open"
2022-07-18T07:57:10.946000+00:00,"","info","Output Group 1","","Group is OFF","00000A0F","","","Open"
2022-07-18T07:57:10.848000+00:00,"","info","Output","","Group is OFF","00000A0F","","","Open"
2022-07-18T07:57:09.941000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T07:57:09.686000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T07:57:09.641000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T07:57:09.421000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T07:57:09.176000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Load not powered","0000081D","","","Open"
2022-07-18T07:56:09.201000+00:00,"","critical","Eaton 9PX 3000i RT 2U","","Shutdown imminent","00000802","","","Open"
2022-07-18T07:22:35.663000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-18T07:22:35.509000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T07:22:35.464000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-18T07:22:35.424000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-18T07:22:35.268000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-18T07:22:35.199000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-18T07:22:35.093000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-18T07:22:34.732000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T07:22:34.647000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T07:22:34.483000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T07:22:34.116000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T07:22:33.959000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-18T06:24:31.916000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:24:31.900000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:24:31.690000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:24:31.269000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T06:24:29.320000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T06:24:28.563000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T06:24:26.344000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T06:24:25.966000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:24:25.882000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:24:25.722000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:24:00.382000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T06:23:57.758000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T06:15:01.588000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage in range","00000209","","","Closed"
2022-07-18T06:15:01.438000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-18T06:15:01.394000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass available","00000201","","","Closed"
2022-07-18T06:15:01.349000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency in range","00000206","","","Closed"
2022-07-18T06:15:01.203000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage in range","00000108","","","Closed"
2022-07-18T06:15:01.115000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC present","00000106","","","Closed"
2022-07-18T06:15:00.982000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency in range","00000104","","","Closed"
2022-07-18T06:15:00.899000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:15:00.882000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:15:00.575000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-18T06:15:00.152000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-18T06:15:00.045000+00:00,"","warning","Eaton 9PX3000i RT 2U","","No more on battery","00000001","","","Closed"
2022-07-18T06:09:02.747000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass voltage out of range","00000209","","","Open"
2022-07-18T06:09:02.554000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-18T06:09:02.511000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass not available","00000201","","","Open"
2022-07-18T06:09:02.475000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass frequency out of range","00000206","","","Open"
2022-07-18T06:09:02.335000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC voltage out of range (-)","00000108","","","Open"
2022-07-18T06:09:02.265000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC not present","00000106","","","Open"
2022-07-18T06:09:02.155000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Input AC frequency out of range","00000104","","","Open"
2022-07-18T06:09:01.836000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:09:01.749000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:09:01.598000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-18T06:09:01.243000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-18T06:09:01.083000+00:00,"","warning","Eaton 9PX3000i RT 2U","","On battery","00000001","","","Open"
2022-07-16T13:14:24.589000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T13:14:24.582000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T13:14:24.569000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T13:14:24.118000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-16T13:14:22.038000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-16T13:14:19.568000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-16T13:14:19.176000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T13:14:19.089000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T13:14:18.921000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T13:14:18.581000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-16T13:14:16.483000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-16T13:14:13.702000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-16T12:53:37.648000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T12:53:37.636000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T12:53:37.490000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-16T12:53:37.102000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-16T12:53:35.002000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-16T12:53:32.575000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-16T12:53:29.816000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-16T12:53:27.285000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-16T12:53:26.825000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T12:53:26.743000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T12:53:26.589000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-16T12:53:26.181000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-15T07:03:33.536000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:03:33.525000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:03:33.380000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:03:33.002000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-15T07:03:31.022000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-15T07:03:30.291000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-15T07:03:28.195000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-15T07:03:27.586000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:03:27.413000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:03:27.224000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:00:43.791000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:00:43.775000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:00:43.582000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-15T07:00:43.149000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-15T07:00:41.031000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-15T07:00:38.457000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-15T07:00:38.113000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:00:38.032000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:00:37.884000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-15T07:00:37.567000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-15T07:00:35.548000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-15T07:00:33.172000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:17:19.415000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:17:16.744000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:17:13.882000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:17:11.182000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:14:12.447000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:14:12.431000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:14:12.290000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:14:11.887000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-14T20:14:09.760000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:14:07.178000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:14:06.745000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:14:06.616000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:14:06.409000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:14:06.124000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-14T20:14:04.088000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:14:01.530000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:13:40.418000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:13:40.058000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:13:40.018000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:13:39.894000+00:00,"","info","Output","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T20:13:39.500000+00:00,"","warning","Eaton 9PX3000i RT 2U","","End of UPS battery discharge","00000603","","","Closed"
2022-07-14T20:13:37.298000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T20:13:36.889000+00:00,"","info","Output Group 2","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:13:36.797000+00:00,"","info","Output Group 1","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:13:36.627000+00:00,"","info","Output","","Sequential shutdown scheduled","00001016","","","Open"
2022-07-14T20:13:36.286000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Battery discharging","00000603","","","Open"
2022-07-14T20:13:31.489000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase in range","00000200","","","Closed"
2022-07-14T20:13:28.789000+00:00,"","warning","Eaton 9PX3000i RT 2U","","Bypass phase out range","00000200","","","Open"
2022-07-14T14:30:19.036000+00:00,"","info","Output Group 2","","Sequential shutdown canceled","00001016","","","Closed"
2022-07-14T14:30:19.022000+00:00,"","info","Output Group 1","","Sequential shutdown canceled","00001016","","","Closed"
